Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
10 12 rue de Charonne 11th arr 75011 Paris France,84,4/7/2016,8.9,Hotel L Antoine, Nothing,2,796, A terrific hotel in a great location The staff were excellent nothing was too much trouble and they would take the time to have a chat as you passed recption The room was extremely well appointed and care had been taken to get the design spot on I was particularly impressed by the generous provision of power points the powerful shower and the comfortable bed The purpose of my visit was to catch up with a friend who was playing a gig in the area Easy access to the Metro meant that the whole of the city felt close at hand,102,5,10,"[' Leisure trip ', ' Group ', ' Classic Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8524215,2.3743832
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,43,4/7/2016,9.1,Bradford Elys es Astotel, One and only old lift broke down,8,234, Good location and cleanliness,5,6,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",48.8729676,2.3081178
1 rue Geoffroy Marie 9th arr 75009 Paris France,40,4/6/2017,8.6,Hotel Panache, See above,3,371, I was very disappointed with the hotel as it had received rave reviews from Conde Naste Traveller magazine The room was basic with no bed side tables The only good thing to say about it is that the very small twin beds were comfortable I would never stay there again,51,3,5,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 1 night ']",48.8732543,2.343239
102 Bd De Grenelle 15th arr 75015 Paris France,241,4/6/2017,8.6,Le Parisis Paris Tour Eiffel, Very few English channels on the tv considering they target the UKI market for reservations Curtains in the room don t close very well,25,1477, Great staff clean fantastic location very comfy bed and room ,12,5,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
10 rue Chateaubriand 8th arr 75008 Paris France,14,4/6/2016,8.2,Atala Champs Elys es, Old furnishing,3,123, Beautiful view room with a balcony great location ,10,1,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",48.8735418,2.302442
10 Rue Kepler 16th arr 75016 Paris France,77,4/6/2016,9.1,H tel Keppler, Like most Paris hotels breakfast is seriously over priced ,11,338, Excellent quiet location close to Metro RER and sights Comfortable clean hotel executive room much bigger than double rooms with bigger bathroom including bath ,26,9,9.2,"[' Leisure trip ', ' Family with older children ', ' Classic Double Room with Shower ', ' Stayed 2 nights ']",48.8699103,2.2973386
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,4/5/2017,8.2,Hotel Trianon Rive Gauche, Lacking on the fine details some TLC will help but it doesn t bother or hinder the experience at all one just notice those things ,27,967, Great Location Comfortable small rooms Descent though slightly over priced breakfast ,13,19,8.3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",48.8487675,2.3410376
1 Place De La Sorbonne 5th arr 75005 Paris France,118,4/5/2017,8.9,Select Hotel, Booked small double we expected a small room not child size double bed I am 5 8 and with my head on the pilow my feet were out of bed resulting in a poor night s sleep Helpful receptionist explained the hotel was full but nevertheless moved us to a twin room for the second night sleeping in separate beds meant we had some room to move but again the beds were very narrow We would have liked a hotel bar area by lift looked like may have been intended as a bar but was not staffed ,99,1145, Good showers spotlessly clean clever interior design retaining original features mixed with modern art welcoming on arrival and pleasant staff ,22,1,7.5,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8483053,2.3425596
1 Rue De Libourne 12th arr 75012 Paris France,150,4/5/2017,8.7,Pullman Paris Centre Bercy, Offered room upgrade for a charge which we took As we were checking in for only one night at 7pm a complimentary room upgrade would have been nice gesture Part of upgrade was free mini bar but there was no alcohol Just one beer a small bottle of wine would have been nice ,55,1382, Good sleep quality beds sound proofing excellent for good nights sleep City view ok but as quite a distance not worth paying extra for Car parked for us on arrival one night charge 35 Euro which was very convenient The hotel was spotless staff courteous the location great We had dinner in Bercy village a short stroll away where there was an abundance of restaurants with sitting in outside A great atmosphere on a Saturday night Overall would recommend stay again ,83,6,9.6,"[' Leisure trip ', ' Couple ', ' Classique Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8315204,2.3870797
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,4/5/2017,8.2,Gardette Park Hotel, Rooms were very small for three of us ,10,1011, Extremely clean,3,2,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
102 Avenue de Villiers 17th arr 75017 Paris France,100,4/5/2017,8.8,Amp re, slightly bigger room would have been great,8,998, great experience clean room comfortable bed good shower and toilet facilities,12,27,9.6,"[' Leisure trip ', ' Group ', ' Premium Double Room with Garden View ', ' Stayed 2 nights ']",48.8848583,2.2997023
108 Rue Saint Lazare 8th arr 75008 Paris France,65,4/5/2017,8.4,Hilton Paris Opera, checking in was a bit slow ,8,458, bed was comfortable and the furnishings and tile where beautiful Lobby staff doormen concierge always friendly and helpful ,20,3,10,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room 2 Adults ', ' Stayed 4 nights ']",48.8756604,2.3252075
108 Rue Saint Lazare 8th arr 75008 Paris France,65,4/5/2017,8.4,Hilton Paris Opera, It would be a nice touch to place a pair of sleepers and a bathrobe in the room I missed them It is not hygienic to walk on the carpet with bare foots where you enter in shoes that you wore on the street I usually carry sleepers with me but I thought that in a 5 star hotel is a basic feature ,65,458, absolutely superb service beautiful interior everything was up to the highest standards cleanliness no noise which is kind of a big deal double entrance door to the room plus one more door from the little foyer to the bed room 6 USB charger plug in the room great lighting and big window even in the bathroom Heated bathroom floor great water pressure in the shower and handheld and shower from the ceiling as well Great location Printemps Department Store and Galleries Lafayette are in walking distance and service Overall superb experience ,93,16,10,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 2 nights ']",48.8756604,2.3252075
10 Place De La R publique 11th arr 75011 Paris France,141,4/5/2016,8,Crowne Plaza Paris R publique, Overnight loud music coming from student demonstrators in square outside not the hotels fault but would ask for a room at the back in future,26,1053, Excellent omelettes served at breakfast,6,1,8.3,"[' Leisure trip ', ' Family with older children ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8673199,2.3656296
10 Place De Mexico 16th arr 75016 Paris France,34,4/5/2016,8.3,Le Metropolitan a Tribute Portfolio Hotel, One lift and room telephone not working,8,286, Friendly staff quiet rooms pleasant swimming pool ,9,11,9.2,"[' Leisure trip ', ' Family with older children ', ' Junior Suite ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8656973,2.2829776
10 Rue Kepler 16th arr 75016 Paris France,77,4/5/2016,9.1,H tel Keppler, The hotel doesn t even have an extra quilt which is very surprising Shower gel doesn t get changed even the bottle is almost empty ,27,338, It s close to the centre of Paris,9,1,7.9,"[' Leisure trip ', ' Group ', ' Classic Double Room with Shower ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8699103,2.2973386
102 Avenue de Villiers 17th arr 75017 Paris France,100,4/4/2017,8.8,Amp re, Front desk service was incompetent Left an item behind which the staff found but when I went to collect it they couldn t find it It took two visits and half a day wasted until they eventually tracked down the item ,43,998, Good soundproofing even though it was on a main street ,12,7,5.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8848583,2.2997023
10 rue Saint Hyacinthe 1st arr 75001 Paris France,43,4/30/2017,8.1,Hotel des Tuileries Relais du Silence, Reception and lounge very unimpressive Not the claimed 4star Staff also not very friendly or helpful ,18,446, Bed very comfortable,4,1,6.7,"[' Leisure trip ', ' Couple ', ' Superior Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",48.8661705,2.331561
102 Bd De Grenelle 15th arr 75015 Paris France,241,4/30/2017,8.6,Le Parisis Paris Tour Eiffel, Nothing its all good ,6,1477, Its very luxurious and I LOVED the shower Room Service are great and the extra touch of an additional phone to take with you where ever you go is a nice touch ,34,5,10,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']",48.8494851,2.2955063
1 Place De La Sorbonne 5th arr 75005 Paris France,118,4/30/2016,8.9,Select Hotel, Wifi access was non existent in my room near the lobby and at breakfast,15,1145, Awesome location just outside the Sorbonne Helpful staff comfy room albeit a bit small ,16,7,8.3,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ']",48.8483053,2.3425596
11 15 Rue De Lyon 12th arr 75012 Paris France,205,4/30/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Very little,3,2200, Good breakfast and very near Mainline station Near good restraurants ,12,4,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8468064,2.3714789
11 15 Rue De Lyon 12th arr 75012 Paris France,205,4/30/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, On leaving the hotel we ordered a taxi which arrived promptly but he parked at the side of the hotel not the front The trip to Montparnasse Station went via Pont D Austerlitz and Place de La Bastille before returning again to almost where we started from A quote from a taxi driver at Gare de Lyon was Euros15 maximum Our driver asked for Euros 35 Disappointing from the oriental taxi driver ,74,2200, Considering the hotel is in a very busy location our room was totally silent during the night a real bonus and the temperature of the room was simple to adjust,31,2,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']",48.8468064,2.3714789
1 Rue De Libourne 12th arr 75012 Paris France,150,4/3/2016,8.7,Pullman Paris Centre Bercy, Little oversights here and there We were a group of three friends staying in one room but the extra bed didn t get made with the same fabulous comforter and they only provided one robe and slippers for the three of us Upon request an extra blanket was provided but not a proper comforter And I m sure we could have gotten extra robes as well if we had asked Another friend stayed in one of the upgraded rooms with a nespresso machine but the room hadn t been stocked with nespresso pods and it required a call to the front desk A very good place overall as I said it was just little things here and there that keep it from getting an even better score ,129,1382, Great breakfast buffet a bit of everything Bercy village is a cute little neighborhood with a great variety of restaurants to chose from And very easy to hop on metro to get to all the sites ,38,3,8.8,"[' Leisure trip ', ' Group ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 3 nights ']",48.8315204,2.3870797
10 12 rue de Charonne 11th arr 75011 Paris France,84,4/3/2016,8.9,Hotel L Antoine, Tiny room Ok for one but glad I wasn t sharing the space ,15,796, Friendly welcoming staff Very clean and comfortable,8,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8524215,2.3743832
10 Rue Kepler 16th arr 75016 Paris France,77,4/3/2016,9.1,H tel Keppler, Size of the room,5,338, Clean ,3,8,8.8,"[' Solo traveler ', ' Classic Double Room with Shower ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8699103,2.2973386
102 Avenue de Villiers 17th arr 75017 Paris France,100,4/29/2017,8.8,Amp re, It is a little far from the airport but once you do it once and know how to navigate the metro its not as bad ,27,998, Hotel was nice and quiet and staff was very helpful Its in a mixed neighbourhood so several mornings I walked to local bakeries or shops and they were much better priced and tasting than the touristy spots ,39,4,9.2,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",48.8848583,2.2997023
